"11ay -- Deaths, age-standardised and crude deaths rates by underlying cause of death (time series classification) and sex, whole population and persons aged 15-64, 1971-2024"

"Sex","Underlying cause of death (time series classification)","Year","Deaths, whole population","Age-standardised death rate, whole population (1/100 000)","Crude death rate, whole population (1/100 000)","Age-standardised death rate, whole population, annual change (%)","Deaths, aged 15-64","Age-standardised death rate, aged 15-64 (1/100 000)","Crude death rate, aged 15-64 (1/100 000)","Age-standardised death rate, aged 15-64, annual change (%)"
"Total","04-22 Neoplasms (C00-D48)","2019",13267,220.7,240.3,0.9,2200,61.3,64.2,-6.0
"Total","04-22 Neoplasms (C00-D48)","2020",13411,218.2,242.5,-1.1,2246,62.6,65.7,2.1
"Total","04-22 Neoplasms (C00-D48)","2021",13550,216.1,244.5,-1.0,2215,62.1,64.8,-0.8
"Total","04-22 Neoplasms (C00-D48)","2022",13495,211.5,242.9,-2.1,2094,59.1,61.2,-4.8
"Total","04-22 Neoplasms (C00-D48)","2023",13875,214.3,248.5,1.3,2147,60.7,62.3,2.7
"Total","04-22 Neoplasms (C00-D48)","2024",13722,207.9,244.2,-3.0,2018,57.0,58.1,-6.1
"Total","04-21 Malignant neoplasms (C00-C97)","2000",10234,251.6,197.7,-1.0,2723,85.6,78.6,-2.8
"Total","04-21 Malignant neoplasms (C00-C97)","2001",10326,248.5,199.0,-1.2,2745,84.1,79.1,-1.8
"Total","04-21 Malignant neoplasms (C00-C97)","2002",10221,241.6,196.5,-2.8,2728,82.2,78.4,-2.3
"Total","04-21 Malignant neoplasms (C00-C97)","2003",10426,243.3,200.0,0.7,2762,81.8,79.3,-0.5
"Total","04-21 Malignant neoplasms (C00-C97)","2004",10497,239.2,200.8,-1.7,2769,81.0,79.4,-1.0
"Total","04-21 Malignant neoplasms (C00-C97)","2005",10593,235.5,201.9,-1.5,2980,84.8,85.2,4.7
"Total","04-21 Malignant neoplasms (C00-C97)","2006",10777,234.4,204.6,-0.5,2789,77.7,79.5,-8.4
"Total","04-21 Malignant neoplasms (C00-C97)","2007",10848,230.7,205.1,-1.6,2845,77.6,80.9,-0.1
"Total","04-21 Malignant neoplasms (C00-C97)","2008",10961,228.2,206.3,-1.1,2878,76.3,81.4,-1.7
"Total","04-21 Malignant neoplasms (C00-C97)","2009",10996,223.9,206.0,-1.9,2923,75.7,82.4,-0.8
"Total","04-21 Malignant neoplasms (C00-C97)","2010",11579,230.9,215.9,3.1,2993,77.1,84.3,1.8
"Total","04-21 Malignant neoplasms (C00-C97)","2011",11580,225.8,214.9,-2.2,2860,73.9,80.8,-4.2
"Total","04-21 Malignant neoplasms (C00-C97)","2012",11710,223.7,216.3,-0.9,2714,71.1,77.0,-3.8
"Total","04-21 Malignant neoplasms (C00-C97)","2013",11896,223.0,218.7,-0.3,2613,69.4,74.5,-2.4
"Total","04-21 Malignant neoplasms (C00-C97)","2014",11915,218.5,218.2,-2.0,2452,65.6,70.2,-5.5
"Total","04-21 Malignant neoplasms (C00-C97)","2015",12168,218.9,222.1,0.2,2489,67.3,71.6,2.6
"Total","04-21 Malignant neoplasms (C00-C97)","2016",12494,219.8,227.4,0.4,2476,67.0,71.5,-0.4
"Total","04-21 Malignant neoplasms (C00-C97)","2017",12573,217.0,228.3,-1.3,2414,65.8,69.9,-1.8
"Total","04-21 Malignant neoplasms (C00-C97)","2018",12558,212.8,227.7,-1.9,2349,64.7,68.3,-1.7
"Total","04-21 Malignant neoplasms (C00-C97)","2019",12899,214.6,233.6,0.8,2176,60.6,63.5,-6.3
"Total","04-21 Malignant neoplasms (C00-C97)","2020",12998,211.4,235.1,-1.5,2214,61.7,64.7,1.8
"Total","04-21 Malignant neoplasms (C00-C97)","2021",13159,209.9,237.5,-0.7,2192,61.5,64.1,-0.3
"Total","04-21 Malignant neoplasms (C00-C97)","2022",13072,204.9,235.3,-2.4,2072,58.5,60.5,-4.9
"Total","04-21 Malignant neoplasms (C00-C97)","2023",13472,208.1,241.3,1.6,2118,59.9,61.5,2.4
"Total","04-21 Malignant neoplasms (C00-C97)","2024",13316,201.8,236.9,-3.0,1984,56.0,57.1,-6.5
"Total","04 Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)","2000",149,3.7,2.9,2.8,59,1.8,1.7,-10.0
"Total","04 Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)","2001",153,3.6,2.9,-2.7,64,2.0,1.8,11.1
"Total","04 Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)","2002",135,3.1,2.6,-13.9,56,1.6,1.6,-20.0
"Total","04 Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)","2003",166,3.8,3.2,22.6,62,1.8,1.8,12.5
"Total","04 Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)","2004",146,3.3,2.8,-13.2,54,1.5,1.5,-16.7
"Total","04 Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)","2005",140,3.0,2.7,-9.1,64,1.8,1.8,20.0
"Total","04 Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)","2006",145,3.0,2.8,0.0,61,1.7,1.7,-5.6
"Total","04 Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)","2007",152,3.1,2.9,3.3,66,1.8,1.9,5.9
"Total","04 Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)","2008",166,3.3,3.1,6.5,70,1.9,2.0,5.6
"Total","04 Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)","2009",178,3.5,3.3,6.1,85,2.2,2.4,15.8
"Total","04 Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)","2010",192,3.7,3.6,5.7,79,2.0,2.2,-9.1
"Total","04 Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)","2011",190,3.7,3.5,0.0,70,1.8,2.0,-10.0
"Total","04 Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)","2012",196,3.7,3.6,0.0,69,1.8,2.0,0.0
"Total","04 Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)","2013",204,3.8,3.8,2.7,68,1.8,1.9,0.0
"Total","04 Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)","2014",217,4.0,4.0,5.3,66,1.8,1.9,0.0
"Total","04 Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)","2015",232,4.1,4.2,2.5,55,1.5,1.6,-16.7
"Total","04 Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)","2016",212,3.7,3.9,-9.8,68,1.8,2.0,20.0
"Total","04 Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)","2017",183,3.1,3.3,-16.2,63,1.7,1.8,-5.6
"Total","04 Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)","2018",198,3.3,3.6,6.5,64,1.7,1.9,0.0
"Total","04 Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)","2019",219,3.6,4.0,9.1,51,1.4,1.5,-17.6
"Total","04 Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)","2020",225,3.7,4.1,2.8,63,1.7,1.8,21.4
"Total","04 Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)","2021",210,3.4,3.8,-8.1,51,1.5,1.5,-11.8
"Total","04 Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)","2022",224,3.6,4.0,5.9,50,1.4,1.5,-6.7
"Total","04 Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)","2023",256,4.0,4.6,11.1,58,1.6,1.7,14.3
"Total","04 Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)","2024",264,4.1,4.7,2.5,54,1.5,1.6,-6.3
"Total","05 Malignant neoplasm of oesophagus (C15)","2000",176,4.4,3.4,-13.7,44,1.4,1.3,-39.1
"Total","05 Malignant neoplasm of oesophagus (C15)","2001",202,4.8,3.9,9.1,60,1.9,1.7,35.7
"Total","05 Malignant neoplasm of oesophagus (C15)","2002",191,4.4,3.7,-8.3,69,2.1,2.0,10.5
"Total","05 Malignant neoplasm of oesophagus (C15)","2003",184,4.2,3.5,-4.5,61,1.8,1.8,-14.3
"Total","05 Malignant neoplasm of oesophagus (C15)","2004",188,4.1,3.6,-2.4,70,2.0,2.0,11.1
"Total","05 Malignant neoplasm of oesophagus (C15)","2005",216,4.7,4.1,14.6,72,2.1,2.1,5.0
"Total","05 Malignant neoplasm of oesophagus (C15)","2006",191,4.1,3.6,-12.8,62,1.7,1.8,-19.0
"Total","05 Malignant neoplasm of oesophagus (C15)","2007",247,5.1,4.7,24.4,98,2.7,2.8,58.8
"Total","05 Malignant neoplasm of oesophagus (C15)","2008",184,3.7,3.5,-27.5,68,1.8,1.9,-33.3
"Total","05 Malignant neoplasm of oesophagus (C15)","2009",233,4.6,4.4,24.3,80,2.0,2.3,11.1
"Total","05 Malignant neoplasm of oesophagus (C15)","2010",254,5.0,4.7,8.7,79,2.0,2.2,0.0
"Total","05 Malignant neoplasm of oesophagus (C15)","2011",242,4.6,4.5,-8.0,81,2.1,2.3,5.0
"Total","05 Malignant neoplasm of oesophagus (C15)","2012",266,5.0,4.9,8.7,89,2.3,2.5,9.5
"Total","05 Malignant neoplasm of oesophagus (C15)","2013",253,4.7,4.7,-6.0,64,1.7,1.8,-26.1
"Total","05 Malignant neoplasm of oesophagus (C15)","2014",274,4.9,5.0,4.3,80,2.1,2.3,23.5
"Total","05 Malignant neoplasm of oesophagus (C15)","2015",233,4.2,4.3,-14.3,70,1.9,2.0,-9.5
"Total","05 Malignant neoplasm of oesophagus (C15)","2016",290,5.1,5.3,21.4,82,2.2,2.4,15.8
"Total","05 Malignant neoplasm of oesophagus (C15)","2017",296,5.1,5.4,0.0,69,1.9,2.0,-13.6
"Total","05 Malignant neoplasm of oesophagus (C15)","2018",317,5.3,5.7,3.9,79,2.1,2.3,10.5
"Total","05 Malignant neoplasm of oesophagus (C15)","2019",315,5.3,5.7,0.0,83,2.3,2.4,9.5
"Total","05 Malignant neoplasm of oesophagus (C15)","2020",356,5.7,6.4,7.5,87,2.4,2.5,4.3
"Total","05 Malignant neoplasm of oesophagus (C15)","2021",347,5.6,6.3,-1.8,97,2.7,2.8,12.5
"Total","05 Malignant neoplasm of oesophagus (C15)","2022",355,5.6,6.4,0.0,81,2.3,2.4,-14.8
"Total","05 Malignant neoplasm of oesophagus (C15)","2023",393,6.2,7.0,10.7,97,2.7,2.8,17.4
"Total","05 Malignant neoplasm of oesophagus (C15)","2024",379,5.9,6.7,-4.8,91,2.5,2.6,-7.4
"Total","06 Malignant neoplasm of stomach (C16)","2000",562,13.8,10.9,-2.1,145,4.6,4.2,-2.1
"Total","06 Malignant neoplasm of stomach (C16)","2001",566,13.7,10.9,-0.7,142,4.3,4.1,-6.5
"Total","06 Malignant neoplasm of stomach (C16)","2002",568,13.6,10.9,-0.7,140,4.2,4.0,-2.3
"Total","06 Malignant neoplasm of stomach (C16)","2003",554,12.9,10.6,-5.1,144,4.2,4.1,0.0
"Total","06 Malignant neoplasm of stomach (C16)","2004",573,13.1,11.0,1.6,147,4.3,4.2,2.4
"Total","06 Malignant neoplasm of stomach (C16)","2005",541,12.0,10.3,-8.4,165,4.7,4.7,9.3
"Total","06 Malignant neoplasm of stomach (C16)","2006",526,11.4,10.0,-5.0,154,4.3,4.4,-8.5
"Total","06 Malignant neoplasm of stomach (C16)","2007",475,10.0,9.0,-12.3,152,4.1,4.3,-4.7
"Total","06 Malignant neoplasm of stomach (C16)","2008",525,10.9,9.9,9.0,152,4.1,4.3,0.0
"Total","06 Malignant neoplasm of stomach (C16)","2009",487,10.0,9.1,-8.3,141,3.7,4.0,-9.8
"Total","06 Malignant neoplasm of stomach (C16)","2010",489,9.7,9.1,-3.0,138,3.6,3.9,-2.7
"Total","06 Malignant neoplasm of stomach (C16)","2011",484,9.4,9.0,-3.1,126,3.3,3.6,-8.3
"Total","06 Malignant neoplasm of stomach (C16)","2012",445,8.5,8.2,-9.6,115,3.1,3.3,-6.1
"Total","06 Malignant neoplasm of stomach (C16)","2013",479,8.9,8.8,4.7,112,3.0,3.2,-3.2
"Total","06 Malignant neoplasm of stomach (C16)","2014",413,7.5,7.6,-15.7,94,2.5,2.7,-16.7
"Total","06 Malignant neoplasm of stomach (C16)","2015",441,8.0,8.0,6.7,124,3.4,3.6,36.0
"Total","06 Malignant neoplasm of stomach (C16)","2016",434,7.6,7.9,-5.0,102,2.8,2.9,-17.6
"Total","06 Malignant neoplasm of stomach (C16)","2017",440,7.5,8.0,-1.3,88,2.4,2.5,-14.3
"Total","06 Malignant neoplasm of stomach (C16)","2018",377,6.4,6.8,-14.7,84,2.3,2.4,-4.2
"Total","06 Malignant neoplasm of stomach (C16)","2019",416,6.9,7.5,7.8,85,2.4,2.5,4.3
"Total","06 Malignant neoplasm of stomach (C16)","2020",412,6.7,7.5,-2.9,91,2.5,2.7,4.2
"Total","06 Malignant neoplasm of stomach (C16)","2021",378,6.1,6.8,-9.0,77,2.2,2.3,-12.0
"Total","06 Malignant neoplasm of stomach (C16)","2022",363,5.8,6.5,-4.9,84,2.4,2.5,9.1
"Total","06 Malignant neoplasm of stomach (C16)","2023",392,6.1,7.0,5.2,69,2.0,2.0,-16.7
"Total","06 Malignant neoplasm of stomach (C16)","2024",356,5.5,6.3,-9.8,62,1.8,1.8,-10.0
"Total","07 Malignant neoplasm of colon (C18, C19)","2000",690,17.4,13.3,8.1,153,4.8,4.4,-2.0
"Total","07 Malignant neoplasm of colon (C18, C19)","2001",652,16.2,12.6,-6.9,148,4.5,4.3,-6.3
"Total","07 Malignant neoplasm of colon (C18, C19)","2002",626,15.2,12.0,-6.2,131,3.9,3.8,-13.3
"Total","07 Malignant neoplasm of colon (C18, C19)","2003",695,16.7,13.3,9.9,148,4.4,4.2,12.8
"Total","07 Malignant neoplasm of colon (C18, C19)","2004",625,14.6,12.0,-12.6,144,4.2,4.1,-4.5
"Total","07 Malignant neoplasm of colon (C18, C19)","2005",688,15.5,13.1,6.2,187,5.3,5.3,26.2
"Total","07 Malignant neoplasm of colon (C18, C19)","2006",691,15.5,13.1,0.0,141,4.0,4.0,-24.5
"Total","07 Malignant neoplasm of colon (C18, C19)","2007",724,15.6,13.7,0.6,158,4.3,4.5,7.5
"Total","07 Malignant neoplasm of colon (C18, C19)","2008",736,15.5,13.9,-0.6,167,4.4,4.7,2.3
"Total","07 Malignant neoplasm of colon (C18, C19)","2009",749,15.8,14.0,1.9,145,3.8,4.1,-13.6
"Total","07 Malignant neoplasm of colon (C18, C19)","2010",759,15.6,14.2,-1.3,149,3.9,4.2,2.6
"Total","07 Malignant neoplasm of colon (C18, C19)","2011",772,15.2,14.3,-2.6,169,4.3,4.8,10.3
"Total","07 Malignant neoplasm of colon (C18, C19)","2012",794,15.4,14.7,1.3,151,4.0,4.3,-7.0
"Total","07 Malignant neoplasm of colon (C18, C19)","2013",806,15.3,14.8,-0.6,160,4.3,4.6,7.5
"Total","07 Malignant neoplasm of colon (C18, C19)","2014",821,15.2,15.0,-0.7,169,4.6,4.8,7.0
"Total","07 Malignant neoplasm of colon (C18, C19)","2015",821,14.8,15.0,-2.6,130,3.5,3.7,-23.9
"Total","07 Malignant neoplasm of colon (C18, C19)","2016",884,15.7,16.1,6.1,150,4.1,4.3,17.1
"Total","07 Malignant neoplasm of colon (C18, C19)","2017",909,15.8,16.5,0.6,146,4.0,4.2,-2.4
"Total","07 Malignant neoplasm of colon (C18, C19)","2018",869,14.8,15.8,-6.3,178,4.9,5.2,22.5
"Total","07 Malignant neoplasm of colon (C18, C19)","2019",919,15.4,16.6,4.1,139,3.9,4.1,-20.4
"Total","07 Malignant neoplasm of colon (C18, C19)","2020",897,14.6,16.2,-5.2,144,4.0,4.2,2.6
"Total","07 Malignant neoplasm of colon (C18, C19)","2021",944,15.1,17.0,3.4,162,4.5,4.7,12.5
"Total","07 Malignant neoplasm of colon (C18, C19)","2022",923,14.6,16.6,-3.3,155,4.3,4.5,-4.4
"Total","07 Malignant neoplasm of colon (C18, C19)","2023",1004,15.5,18.0,6.2,146,4.1,4.2,-4.7
"Total","07 Malignant neoplasm of colon (C18, C19)","2024",961,14.5,17.1,-6.5,123,3.5,3.5,-14.6
"Total","08 Malignant neoplasm of rectum, anus and anal canal (C20-C21)","2000",335,8.4,6.5,-8.7,76,2.4,2.2,-14.3
"Total","08 Malignant neoplasm of rectum, anus and anal canal (C20-C21)","2001",345,8.4,6.6,0.0,91,2.8,2.6,16.7
"Total","08 Malignant neoplasm of rectum, anus and anal canal (C20-C21)","2002",366,8.7,7.0,3.6,95,2.9,2.7,3.6
"Total","08 Malignant neoplasm of rectum, anus and anal canal (C20-C21)","2003",361,8.6,6.9,-1.1,87,2.6,2.5,-10.3
"Total","08 Malignant neoplasm of rectum, anus and anal canal (C20-C21)","2004",357,8.4,6.8,-2.3,93,2.7,2.7,3.8
"Total","08 Malignant neoplasm of rectum, anus and anal canal (C20-C21)","2005",361,8.1,6.9,-3.6,98,2.8,2.8,3.7
"Total","08 Malignant neoplasm of rectum, anus and anal canal (C20-C21)","2006",370,8.1,7.0,0.0,93,2.6,2.7,-7.1
"Total","08 Malignant neoplasm of rectum, anus and anal canal (C20-C21)","2007",356,7.7,6.7,-4.9,95,2.6,2.7,0.0
"Total","08 Malignant neoplasm of rectum, anus and anal canal (C20-C21)","2008",346,7.2,6.5,-6.5,92,2.4,2.6,-7.7
"Total","08 Malignant neoplasm of rectum, anus and anal canal (C20-C21)","2009",361,7.3,6.8,1.4,99,2.5,2.8,4.2
"Total","08 Malignant neoplasm of rectum, anus and anal canal (C20-C21)","2010",377,7.6,7.0,4.1,84,2.1,2.4,-16.0
"Total","08 Malignant neoplasm of rectum, anus and anal canal (C20-C21)","2011",367,7.2,6.8,-5.3,88,2.3,2.5,9.5
"Total","08 Malignant neoplasm of rectum, anus and anal canal (C20-C21)","2012",398,7.7,7.4,6.9,87,2.2,2.5,-4.3
"Total","08 Malignant neoplasm of rectum, anus and anal canal (C20-C21)","2013",394,7.5,7.2,-2.6,104,2.8,3.0,27.3
"Total","08 Malignant neoplasm of rectum, anus and anal canal (C20-C21)","2014",408,7.4,7.5,-1.3,86,2.3,2.5,-17.9
"Total","08 Malignant neoplasm of rectum, anus and anal canal (C20-C21)","2015",390,7.0,7.1,-5.4,87,2.4,2.5,4.3
"Total","08 Malignant neoplasm of rectum, anus and anal canal (C20-C21)","2016",425,7.5,7.7,7.1,97,2.6,2.8,8.3
"Total","08 Malignant neoplasm of rectum, anus and anal canal (C20-C21)","2017",459,7.9,8.3,5.3,92,2.5,2.7,-3.8
"Total","08 Malignant neoplasm of rectum, anus and anal canal (C20-C21)","2018",425,7.2,7.7,-8.9,72,2.0,2.1,-20.0
"Total","08 Malignant neoplasm of rectum, anus and anal canal (C20-C21)","2019",453,7.6,8.2,5.6,82,2.3,2.4,15.0
"Total","08 Malignant neoplasm of rectum, anus and anal canal (C20-C21)","2020",378,6.2,6.8,-18.4,79,2.2,2.3,-4.3
"Total","08 Malignant neoplasm of rectum, anus and anal canal (C20-C21)","2021",415,6.7,7.5,8.1,82,2.3,2.4,4.5
"Total","08 Malignant neoplasm of rectum, anus and anal canal (C20-C21)","2022",474,7.5,8.5,11.9,99,2.8,2.9,21.7
"Total","08 Malignant neoplasm of rectum, anus and anal canal (C20-C21)","2023",552,8.5,9.9,13.3,90,2.5,2.6,-10.7
"Total","08 Malignant neoplasm of rectum, anus and anal canal (C20-C21)","2024",456,7.0,8.1,-17.6,77,2.2,2.2,-12.0
"Total","09 Primary malignant neoplasm of liver and intrahepatic bile ducts (C22)","2000",349,8.7,6.7,-7.4,70,2.2,2.0,-18.5
"Total","09 Primary malignant neoplasm of liver and intrahepatic bile ducts (C22)","2001",377,9.3,7.3,6.9,78,2.4,2.2,9.1
"Total","09 Primary malignant neoplasm of liver and intrahepatic bile ducts (C22)","2002",350,8.4,6.7,-9.7,69,2.2,2.0,-8.3
"Total","09 Primary malignant neoplasm of liver and intrahepatic bile ducts (C22)","2003",363,8.6,7.0,2.4,91,2.8,2.6,27.3
"Total","09 Primary malignant neoplasm of liver and intrahepatic bile ducts (C22)","2004",378,8.6,7.2,0.0,94,2.8,2.7,0.0
"Total","09 Primary malignant neoplasm of liver and intrahepatic bile ducts (C22)","2005",386,8.7,7.4,1.2,82,2.4,2.3,-14.3
"Total","09 Primary malignant neoplasm of liver and intrahepatic bile ducts (C22)","2006",421,9.3,8.0,6.9,99,2.8,2.8,16.7
"Total","09 Primary malignant neoplasm of liver and intrahepatic bile ducts (C22)","2007",395,8.3,7.5,-10.8,100,2.7,2.8,-3.6
"Total","09 Primary malignant neoplasm of liver and intrahepatic bile ducts (C22)","2008",401,8.3,7.5,0.0,97,2.5,2.7,-7.4
"Total","09 Primary malignant neoplasm of liver and intrahepatic bile ducts (C22)","2009",464,9.5,8.7,14.5,104,2.7,2.9,8.0
"Total","09 Primary malignant neoplasm of liver and intrahepatic bile ducts (C22)","2010",429,8.5,8.0,-10.5,104,2.6,2.9,-3.7
"Total","09 Primary malignant neoplasm of liver and intrahepatic bile ducts (C22)","2011",423,8.4,7.9,-1.2,81,2.1,2.3,-19.2
"Total","09 Primary malignant neoplasm of liver and intrahepatic bile ducts (C22)","2012",484,9.2,8.9,9.5,94,2.4,2.7,14.3
"Total","09 Primary malignant neoplasm of liver and intrahepatic bile ducts (C22)","2013",453,8.4,8.3,-8.7,94,2.4,2.7,0.0
"Total","09 Primary malignant neoplasm of liver and intrahepatic bile ducts (C22)","2014",489,8.9,9.0,6.0,95,2.5,2.7,4.2
"Total","09 Primary malignant neoplasm of liver and intrahepatic bile ducts (C22)","2015",509,9.2,9.3,3.4,80,2.2,2.3,-12.0
"Total","09 Primary malignant neoplasm of liver and intrahepatic bile ducts (C22)","2016",527,9.3,9.6,1.1,99,2.7,2.9,22.7
"Total","09 Primary malignant neoplasm of liver and intrahepatic bile ducts (C22)","2017",543,9.3,9.9,0.0,114,3.1,3.3,14.8
"Total","09 Primary malignant neoplasm of liver and intrahepatic bile ducts (C22)","2018",533,9.0,9.7,-3.2,77,2.1,2.2,-32.3
"Total","09 Primary malignant neoplasm of liver and intrahepatic bile ducts (C22)","2019",572,9.4,10.4,4.4,89,2.4,2.6,14.3
"Total","09 Primary malignant neoplasm of liver and intrahepatic bile ducts (C22)","2020",563,9.1,10.2,-3.2,97,2.7,2.8,12.5
"Total","09 Primary malignant neoplasm of liver and intrahepatic bile ducts (C22)","2021",627,9.9,11.3,8.8,88,2.5,2.6,-7.4
"Total","09 Primary malignant neoplasm of liver and intrahepatic bile ducts (C22)","2022",596,9.3,10.7,-6.1,111,3.1,3.2,24.0
"Total","09 Primary malignant neoplasm of liver and intrahepatic bile ducts (C22)","2023",623,9.6,11.2,3.2,101,2.9,2.9,-6.5
"Total","09 Primary malignant neoplasm of liver and intrahepatic bile ducts (C22)","2024",644,9.7,11.5,1.0,86,2.4,2.5,-17.2
"Total","10 Malignant neoplasm of pancreas (C25)","2000",721,18.2,13.9,5.2,181,5.8,5.2,-1.7
"Total","10 Malignant neoplasm of pancreas (C25)","2001",747,18.1,14.4,-0.5,200,6.3,5.8,8.6
"Total","10 Malignant neoplasm of pancreas (C25)","2002",755,17.8,14.5,-1.7,207,6.3,6.0,0.0
"Total","10 Malignant neoplasm of pancreas (C25)","2003",835,19.4,16.0,9.0,230,6.8,6.6,7.9
"Total","10 Malignant neoplasm of pancreas (C25)","2004",908,20.7,17.4,6.7,233,6.8,6.7,0.0
"Total","10 Malignant neoplasm of pancreas (C25)","2005",829,18.3,15.8,-11.6,253,7.3,7.2,7.4
"Total","10 Malignant neoplasm of pancreas (C25)","2006",885,19.2,16.8,4.9,229,6.4,6.5,-12.3
"Total","10 Malignant neoplasm of pancreas (C25)","2007",962,20.5,18.2,6.8,229,6.2,6.5,-3.1
"Total","10 Malignant neoplasm of pancreas (C25)","2008",992,20.6,18.7,0.5,247,6.5,7.0,4.8
"Total","10 Malignant neoplasm of pancreas (C25)","2009",948,19.3,17.8,-6.3,243,6.2,6.8,-4.6
"Total","10 Malignant neoplasm of pancreas (C25)","2010",995,19.7,18.6,2.1,266,6.8,7.5,9.7
"Total","10 Malignant neoplasm of pancreas (C25)","2011",1005,19.7,18.7,0.0,221,5.6,6.2,-17.6
"Total","10 Malignant neoplasm of pancreas (C25)","2012",1029,19.6,19.0,-0.5,219,5.6,6.2,0.0
"Total","10 Malignant neoplasm of pancreas (C25)","2013",1025,19.2,18.8,-2.0,232,6.1,6.6,8.9
"Total","10 Malignant neoplasm of pancreas (C25)","2014",1080,19.8,19.8,3.1,223,5.9,6.4,-3.3
"Total","10 Malignant neoplasm of pancreas (C25)","2015",1137,20.3,20.7,2.5,236,6.3,6.8,6.8
"Total","10 Malignant neoplasm of pancreas (C25)","2016",1191,20.8,21.7,2.5,227,6.0,6.6,-4.8
"Total","10 Malignant neoplasm of pancreas (C25)","2017",1168,20.1,21.2,-3.4,209,5.6,6.1,-6.7
"Total","10 Malignant neoplasm of pancreas (C25)","2018",1298,21.8,23.5,8.5,248,6.7,7.2,19.6
"Total","10 Malignant neoplasm of pancreas (C25)","2019",1199,19.8,21.7,-9.2,224,6.2,6.5,-7.5
"Total","10 Malignant neoplasm of pancreas (C25)","2020",1312,21.2,23.7,7.1,196,5.4,5.7,-12.9
"Total","10 Malignant neoplasm of pancreas (C25)","2021",1287,20.5,23.2,-3.3,231,6.4,6.8,18.5
"Total","10 Malignant neoplasm of pancreas (C25)","2022",1272,19.8,22.9,-3.4,185,5.1,5.4,-20.3
"Total","10 Malignant neoplasm of pancreas (C25)","2023",1371,21.0,24.6,6.1,224,6.2,6.5,21.6
"Total","10 Malignant neoplasm of pancreas (C25)","2024",1337,20.2,23.8,-3.8,206,5.8,5.9,-6.5
"Total","11 Malignant neoplasm of larynx, trachea, bronchus and lung (C32-C34)","2000",1880,45.1,36.3,-0.2,485,15.6,14.0,-6.6
"Total","11 Malignant neoplasm of larynx, trachea, bronchus and lung (C32-C34)","2001",1941,45.9,37.4,1.8,504,15.9,14.5,1.9
"Total","11 Malignant neoplasm of larynx, trachea, bronchus and lung (C32-C34)","2002",1880,43.5,36.1,-5.2,519,15.9,14.9,0.0
"Total","11 Malignant neoplasm of larynx, trachea, bronchus and lung (C32-C34)","2003",1968,44.7,37.8,2.8,524,15.6,15.0,-1.9
"Total","11 Malignant neoplasm of larynx, trachea, bronchus and lung (C32-C34)","2004",1910,42.4,36.5,-5.1,539,15.8,15.4,1.3
"Total","11 Malignant neoplasm of larynx, trachea, bronchus and lung (C32-C34)","2005",1978,43.0,37.7,1.4,561,15.9,16.0,0.6
"Total","11 Malignant neoplasm of larynx, trachea, bronchus and lung (C32-C34)","2006",2046,43.5,38.9,1.2,553,15.4,15.8,-3.1
"Total","11 Malignant neoplasm of larynx, trachea, bronchus and lung (C32-C34)","2007",2068,43.1,39.1,-0.9,589,16.0,16.7,3.9
"Total","11 Malignant neoplasm of larynx, trachea, bronchus and lung (C32-C34)","2008",2037,41.6,38.3,-3.5,582,15.2,16.5,-5.0
"Total","11 Malignant neoplasm of larynx, trachea, bronchus and lung (C32-C34)","2009",2069,41.2,38.8,-1.0,593,15.1,16.7,-0.7
"Total","11 Malignant neoplasm of larynx, trachea, bronchus and lung (C32-C34)","2010",2260,44.3,42.1,7.5,626,15.7,17.6,4.0
"Total","11 Malignant neoplasm of larynx, trachea, bronchus and lung (C32-C34)","2011",2144,41.2,39.8,-7.0,585,14.8,16.5,-5.7
"Total","11 Malignant neoplasm of larynx, trachea, bronchus and lung (C32-C34)","2012",2203,41.4,40.7,0.5,536,13.6,15.2,-8.1
"Total","11 Malignant neoplasm of larynx, trachea, bronchus and lung (C32-C34)","2013",2259,41.6,41.5,0.5,546,14.0,15.6,2.9
